COMID,HUC8,WA,Elev,BMMI,IWI,Slope
13291934.C,7090002,10.7001,313.3265052,0.297333333,0.355799098,0.00387178
13292198.A,7090001,1174.7907,295.0118072,,0.311884146,0.00001
13292224.A,7090001,4.1229,283.927005,0.308333333,0.450384278,0.01050688
13292224.B,7090001,4.1229,283.927005,0.308333333,0.450384278,0.01050688
13292230.A,7090001,34.9902,320.8499756,0.244666667,0.2569483,0.002674
13292240.A,7090001,13.6458,334.730552,,0.314764631,0.005448
13292240.B,7090001,13.6458,334.730552,,0.314764631,0.005448
13292248.A,7090001,43.4466,270.1767579,0.285333333,0.251323149,0.00093264
13292272.A,7090001,4.6071,331.4870404,,0.353641676,0.00981869
13292284.A,7090001,15.1398,269.8439787,,0.743444137,0.00001
13292300.A,7090001,60.1029,323.1878716,,0.246129933,0.00074141
13292308.A,7090001,210.1842,309.3473035,,0.335843309,0.00050115
13292322.A,7090001,143.3286,318.8250814,0.242333333,0.346211494,0.00219814
13292326.A,7090001,23.337,318.815302,,0.29587962,0.00111111
13292326.B,7090001,23.337,318.815302,,0.29587962,0.00111111
13292330.A,7090001,16.5096,288.7886628,0.193,0.218101426,0.00267787
13292330.B,7090001,16.5096,288.7886628,0.193,0.218101426,0.00267787
13292330.C,7090001,16.5096,288.7886628,0.193,0.218101426,0.00267787
13292336.A,7090001,35.6418,322.4813494,,0.38592237,0.0005126
13292336.B,7090001,35.6418,322.4813494,,0.38592237,0.0005126
13292384.A,7090001,23.7888,286.7547624,,0.309139372,0.00250679
13292394.A,7090001,7.2531,262.4943467,,0.720060938,0.00126944
13292402.A,7090001,53.8452,320.1880833,,0.230208676,0.00115236
13292402.B,7090001,53.8452,320.1880833,,0.230208676,0.00115236
13292402.C,7090001,53.8452,320.1880833,,0.230208676,0.00115236
13292402.D,7090001,53.8452,320.1880833,,0.230208676,0.00115236
13292402.E,7090001,53.8452,320.1880833,,0.230208676,0.00115236
13292402.F,7090001,53.8452,320.1880833,,0.230208676,0.00115236
13292402.G,7090001,53.8452,320.1880833,,0.230208676,0.00115236
13292416.A,7090001,13.2957,326.7056908,0.213666667,0.318373007,0.0030864
13292416.B,7090001,13.2957,326.7056908,0.213666667,0.318373007,0.0030864
13292426.A,7090001,85.1976,318.8551709,,0.876452519,0.00056762
13292438.A,7090002,63.0756,310.870479,0.421,0.334114277,0.00030792
13292438.B,7090002,63.0756,310.870479,0.421,0.334114277,0.00030792
13292440.A,7090001,106.1334,295.1700137,0.141666667,0.355029339,0.00115649
13292464.A,7090001,29.5254,308.2852131,,0.274277272,0.00247476
13292464.B,7090001,29.5254,308.2852131,,0.274277272,0.00247476
13292480.A,7090001,2.4453,262.4546816,0.166666667,0.218039544,0.00276759
13292482.A,7090001,12.9699,269.4879904,0.551333333,0.563217933,0.00117757
13292482.B,7090001,12.9699,269.4879904,0.551333333,0.563217933,0.00117757
13292482.C,7090001,12.9699,269.4879904,0.551333333,0.563217933,0.00117757
13292482.D,7090001,12.9699,269.4879904,0.551333333,0.563217933,0.00117757
13292482.E,7090001,12.9699,269.4879904,0.551333333,0.563217933,0.00117757
13292482.F,7090001,12.9699,269.4879904,0.551333333,0.563217933,0.00117757
13292482.G,7090001,12.9699,269.4879904,0.551333333,0.563217933,0.00117757
13292482.H,7090001,12.9699,269.4879904,0.551333333,0.563217933,0.00117757
13292490.A,7090001,12.6459,257.5913102,,0.232451312,0.00150989
13292492.A,7090001,20.5839,258.6756425,,0.221339555,0.00096041
13292502.A,7090001,310.464,291.4862135,0.252333333,0.359973544,0.00026415
13292536.A,7090001,71.8164,256.7187981,,0.320700503,0.00043645
13292538.A,7090002,14.4693,261.2386111,,0.189482251,0.00001
13292552.A,7090002,29.0277,300.139326,0.219333333,0.318817105,0.00118904
13292562.A,7090002,50.94,292.5458353,,0.337168881,0.00001
13292580.A,7090001,26.0982,326.4204793,0.209333333,0.335954918,0.00291978
13292580.B,7090001,26.0982,326.4204793,0.209333333,0.335954918,0.00291978
13292718.A,7090001,2532.8016,289.3495912,0.377,0.354928077,0.00001
13292750.A,7090001,209.2302,303.9138146,0.424333333,0.308313118,0.00001
13292756.A,7090001,2382.7572,290.8231559,0.153333333,0.308454218,0.00029641
13292826.A,7090001,2743.461,286.58852,0.610333333,0.34470686,0.00005059
13292838.A,7090001,4775.4558,279.8169025,0.589666667,0.344609847,0.00576576
13293386.A,7090002,61.0137,313.1970503,,0.227165969,0.00171838
13293424.A,7090002,124.0659,306.4595866,,0.762950578,0.00245476
13293424.B,7090002,124.0659,306.4595866,,0.762950578,0.00245476
13293430.A,7090002,127.8684,305.8286778,,0.37096259,0.00008733
13293430.B,7090002,127.8684,305.8286778,,0.37096259,0.00008733
13293452.A,7090002,62.8155,303.4903543,0.370333333,0.351155289,0.00296377
13293458.A,7090002,3.0591,286.8574934,0.535,0.755628573,0.00879338
13293474.A,7090002,29.8818,297.2803421,,0.227641677,0.0030836
13293484.A,7090002,42.5817,295.2673453,,0.916981511,0.00094474
13293496.A,7090002,58.2381,296.1508425,,0.289033846,0.0011787
13293496.B,7090002,58.2381,296.1508425,,0.289033846,0.0011787
13293520.A,7090002,106.1847,307.8996858,,0.245976535,0.00281091
13293520.B,7090002,106.1847,307.8996858,,0.245976535,0.00281091
13293520.C,7090002,106.1847,307.8996858,,0.245976535,0.00281091
13293700.A,7090002,156.5865,283.2268148,0.295,0.285534758,0.00291114
13293706.A,7090002,16.6689,284.0748291,0.425,0.821435493,0.00187116
13293706.B,7090002,16.6689,284.0748291,0.425,0.821435493,0.00187116
13293808.A,7090002,63.999,273.8073167,,0.207652906,0.00001
13293816.A,7090002,189.072,281.7912379,,0.357453522,0.00001
13293820.A,7090002,262.1529,278.4539694,0.230666667,0.224571479,0.00092403
13293880.A,7090002,4.9491,270.6079705,,0.211365653,0.00001
13293896.A,7090002,5.6979,269.1651414,0.246666667,0.255806859,0.00132441
13293904.A,7090002,41.4486,273.9284516,,0.231010532,0.00001
13293914.A,7090002,15.3738,284.9615554,0.203,0.262174386,0.00001
13293926.A,7090002,4.6413,262.4460248,,0.268938824,0.00001
13293960.A,7090002,46.5039,279.2203956,,0.28578145,0.00014846
13293980.A,7090002,36.0648,281.4086849,,0.227016903,0.00122979
13293986.A,7090002,6.3972,299.730045,0.289333333,0.262535754,0.00868438
13294000.A,7090002,20.2203,263.7392754,,0.200828807,0.00067388
13294028.A,7090002,672.6195,275.2294494,,0.212492841,0.00134696
13294110.A,7090002,111.9951,307.3413108,0.236333333,0.254245225,0.00206283
13294110.B,7090002,111.9951,307.3413108,0.236333333,0.254245225,0.00206283
13294110.C,7090002,111.9951,307.3413108,0.236333333,0.254245225,0.00206283
13294110.D,7090002,111.9951,307.3413108,0.236333333,0.254245225,0.00206283
13294110.E,7090002,111.9951,307.3413108,0.236333333,0.254245225,0.00206283
13294110.F,7090002,111.9951,307.3413108,0.236333333,0.254245225,0.00206283
13294138.A,7090002,64.8792,293.5225039,,0.218187649,0.00062869
13294138.B,7090002,64.8792,293.5225039,,0.218187649,0.00062869
13294138.C,7090002,64.8792,293.5225039,,0.218187649,0.00062869
13294138.D,7090002,64.8792,293.5225039,,0.218187649,0.00062869
13294168.A,7090002,18.9045,294.0377267,0.178666667,0.326266644,0.0032587
13294176.A,7090002,32.8626,287.4667771,0.231333333,0.253067313,0.00080053
13294176.B,7090002,32.8626,287.4667771,0.231333333,0.253067313,0.00080053
13294194.A,7090002,32.0814,272.3065351,,0.335946742,0.00022662
13294208.A,7090002,70.3098,274.4779275,0.170666667,0.305657454,0.00001
13294214.A,7090002,257.3532,276.2456841,,0.222203358,0.00127219
13294224.A,7090002,5.3433,293.8519909,,0.840476867,0.00362997
13294238.A,7090002,3.2778,262.4594097,,0.266455324,0.00001
13294260.A,7090002,6.1002,261.0226424,,0.39881966,0.00019347
13294264.A,7090002,49.4712,309.4065567,,0.70160738,0.0030328
13294264.B,7090002,49.4712,309.4065567,,0.70160738,0.0030328
13294264.C,7090002,49.4712,309.4065567,,0.70160738,0.0030328
13294276.A,7090002,35.7354,295.8103695,,0.338076725,0.00086627
13295104.A,7090002,54.4806,260.4469473,0.500333333,0.272464153,0.00014333
13295134.A,7090002,69.2361,259.9214229,,0.232101917,0.00109013
13295154.A,7090002,1.9125,266.3183765,0.436,0.815068028,0.00437593
13295162.A,7090002,302.3226,284.7061899,,0.342595403,0.00064369
13295168.A,7090002,319.0959,283.2899485,0.397,0.327268134,0.00432599
13295190.A,7090002,8.1432,260.4640075,0.505,0.360107673,0.0035233
13295190.B,7090002,8.1432,260.4640075,0.505,0.360107673,0.0035233
13295206.A,7090001,55.323,251.3949357,,0.347621101,0.00136844
13295224.A,7090002,6.9651,302.5332149,0.407,0.331012636,0.00075993
13295224.B,7090002,6.9651,302.5332149,0.407,0.331012636,0.00075993
13295232.A,7090002,27.0558,270.2088866,0.183666667,0.247604853,0.00310648
13295250.A,7090002,885.6324,269.6326182,,0.379060047,0.00010471
13295250.B,7090002,885.6324,269.6326182,,0.379060047,0.00010471
13295286.A,7090002,44.8029,275.3791832,,0.205358439,0.00004201
13295294.A,7090002,169.9488,263.6237944,,0.3238996,0.00001
13295306.A,7090002,45.4995,275.1061871,,0.581387924,0.00228116
13295320.A,7090002,11.592,267.9839542,,0.741930715,0.0036969
13295322.A,7090002,94.6647,270.451262,,0.344639843,0.00067231
13295326.A,7090002,26.0442,260.1887356,0.233666667,0.311379376,0.00292362
13295326.B,7090002,26.0442,260.1887356,0.233666667,0.311379376,0.00292362
13295338.A,7090002,68.2524,273.5693868,,0.298075008,0.00129579
13295338.B,7090002,68.2524,273.5693868,,0.298075008,0.00129579
13295342.A,7090002,79.0686,272.0392087,,0.334534502,0.00412677
13295344.A,7090002,75.2904,272.532841,,0.387902078,0.00642094
13295352.A,7090002,3.9357,274.566467,0.151,0.262205937,0.00175812
13295354.A,7090002,56.2383,268.5163045,0.641666667,0.352822406,0.00001
13295370.A,7090002,2.9718,253.1991096,0.663333333,0.704545099,0.00370506
13295372.A,7090002,51.5673,270.3877138,0.268,0.326635849,0.00015009
13295374.A,7090002,18.0981,257.3856527,,0.348461424,0.00041697
13295380.A,7090002,5.5458,265.197926,0.453,0.866173221,0.00438113
13295384.A,7090002,26.1891,266.6092075,,0.420825036,0.00215441
13295384.B,7090002,26.1891,266.6092075,,0.420825036,0.00215441
13295384.C,7090002,26.1891,266.6092075,,0.420825036,0.00215441
13295404.A,7090002,1.8486,255.4050292,0.353666667,0.540153832,0.0049269
13295408.A,7090002,5.598,256.8386736,0.608666667,0.364866395,0.00450496
13295414.A,7090002,112.3812,272.9752443,,0.25512794,0.00230355
13295414.B,7090002,112.3812,272.9752443,,0.25512794,0.00230355
13295424.A,7090002,34.9191,279.4761481,,0.321069071,0.00193347
13295424.B,7090002,34.9191,279.4761481,,0.321069071,0.00193347
13295426.A,7090002,25.7076,286.3254663,,0.371101591,0.00498164
13295432.A,7090002,60.6717,276.4324179,0.233333333,0.267510734,0.00161683
13295432.B,7090002,60.6717,276.4324179,0.233333333,0.267510734,0.00161683
13295442.A,7090002,8.0685,275.3428924,,0.706297078,0.00164024
13295442.B,7090002,8.0685,275.3428924,,0.706297078,0.00164024
13295442.C,7090002,8.0685,275.3428924,,0.706297078,0.00164024
13295442.D,7090002,8.0685,275.3428924,,0.706297078,0.00164024
13295506.A,7090002,42.6033,286.7700118,,0.221795153,0.00234375
13295508.A,7090002,90.9036,283.975097,0.496666667,0.622976537,0.00301976
13295508.B,7090002,90.9036,283.975097,0.496666667,0.622976537,0.00301976
13295578.A,7090002,25.9245,307.2948026,0.434,0.540124535,0.00285261
13295582.A,7090002,83.0403,287.0403302,,0.224403313,0.00249315
13295586.A,7090002,223.7607,293.63011,0.298,0.25098862,0.00076069
13295586.B,7090002,223.7607,293.63011,0.298,0.25098862,0.00076069
13295588.A,7090002,39.2895,291.5418103,,0.33543352,0.00680628
13295600.A,7090002,6.7077,289.4261908,0.529666667,0.358237647,0.00668791
13295616.A,7090002,26.6427,283.0938695,0.329666667,0.40034955,0.00470509
13295616.B,7090002,26.6427,283.0938695,0.329666667,0.40034955,0.00470509
13295620.A,7090002,517.3362,289.1273407,0.313333333,0.328839515,0.000235
13295624.A,7090002,3.3516,277.3109801,0.191,0.3528113,0.00937167
13295628.A,7090002,294.7905,291.4751717,0.148,0.27574019,0.00082463
13295628.B,7090002,294.7905,291.4751717,0.148,0.27574019,0.00082463
13295628.C,7090002,294.7905,291.4751717,0.148,0.27574019,0.00082463
13295628.D,7090002,294.7905,291.4751717,0.148,0.27574019,0.00082463
13295632.A,7090002,476.2134,289.831949,0.145666667,0.330544756,0.00001
13295652.A,7090002,561.2634,288.0749352,,0.365873842,0.00001
13295654.A,7090002,7.7679,284.0818295,,0.301460576,0.00707526
13295656.A,7090002,30.4236,292.2122592,0.537,0.59631462,0.00398501
13295656.B,7090002,30.4236,292.2122592,0.537,0.59631462,0.00398501
13295660.A,7090002,8.9091,283.1554834,,0.343727465,0.00703563
13295674.A,7090002,576.1143,287.7061045,,0.323505918,0.00112795
13295674.B,7090002,576.1143,287.7061045,,0.323505918,0.00112795
13295674.C,7090002,576.1143,287.7061045,,0.323505918,0.00112795
13295684.A,7090002,15.6555,286.0471906,0.266,0.334002579,0.00366946
13295684.B,7090002,15.6555,286.0471906,0.266,0.334002579,0.00366946
13295710.A,7090002,89.1603,290.7600858,0.297,0.307581674,0.00139826
13295710.B,7090002,89.1603,290.7600858,0.297,0.307581674,0.00139826
13295720.A,7090002,56.4759,291.1004049,,0.19920838,0.00142726
13295722.A,7090002,4.5495,286.7310307,,0.274592719,0.00380019
13295730.A,7090002,14.7825,286.4764682,,0.298295838,0.00418104
13295730.B,7090002,14.7825,286.4764682,,0.298295838,0.00418104
13295730.C,7090002,14.7825,286.4764682,,0.298295838,0.00418104
13295732.A,7090002,50.2695,291.8343717,0.210333333,0.211110119,0.00170716
13295732.B,7090002,50.2695,291.8343717,0.210333333,0.211110119,0.00170716
13295740.A,7090002,594.6957,286.7085097,0.26,0.313813879,0.00080146
13295740.B,7090002,594.6957,286.7085097,0.26,0.313813879,0.00080146
13295740.C,7090002,594.6957,286.7085097,0.26,0.313813879,0.00080146
13295740.D,7090002,594.6957,286.7085097,0.26,0.313813879,0.00080146
13295750.A,7090002,28.3545,275.8399546,,0.370015856,0.00308979
13296002.A,7090002,26.0847,280.3768109,0.195333333,0.40672047,0.00068549
13296002.B,7090002,26.0847,280.3768109,0.195333333,0.40672047,0.00068549
13296008.A,7090001,421.2423,276.9684135,,0.322959127,0.00063407
13296010.A,7090002,142.3845,265.7977152,,0.273378973,0.00063367
13296020.A,7090002,177.6726,263.0156502,,0.320547811,0.00001
13296038.A,7090002,5.6376,279.3263873,,0.351038368,0.00155555
13296040.A,7090002,24.9147,253.4861102,0.213,0.292134481,0.00085217
13296040.B,7090002,24.9147,253.4861102,0.213,0.292134481,0.00085217
13296040.C,7090002,24.9147,253.4861102,0.213,0.292134481,0.00085217
13296042.A,7090002,64.8549,264.8373861,,0.220763007,0.00001
13296046.A,7090002,134.0541,269.0627095,,0.311580964,0.00053167
13296076.A,7090002,14.13,265.3051898,0.193333333,0.352289006,0.0027168
13296076.B,7090002,14.13,265.3051898,0.193333333,0.352289006,0.0027168
13296076.C,7090002,14.13,265.3051898,0.193333333,0.352289006,0.0027168
13296090.A,7090002,56.2626,277.9756592,0.192666667,0.314221358,0.00094013
13296090.B,7090002,56.2626,277.9756592,0.192666667,0.314221358,0.00094013
13296090.C,7090002,56.2626,277.9756592,0.192666667,0.314221358,0.00094013
13296094.A,7090002,35.037,273.0327691,,0.292570487,0.00105542
13296100.A,7090002,14.2524,279.7515282,,0.872634779,0.00413317
13296114.A,7090002,247.9626,292.221155,,0.28041809,0.0002444
13296114.B,7090002,247.9626,292.221155,,0.28041809,0.0002444
13296116.A,7090002,133.0425,298.6881081,,0.343882007,0.0020973
13296118.A,7090002,59.7429,284.8455106,0.300666667,0.258680418,0.0015327
13296176.A,7090002,5817.2778,277.5164049,,0.334911255,0.00001
13296180.A,7090002,5856.5673,277.4298976,,0.34474684,0.00016129
13296190.A,7090001,5903.3907,277.2365377,0.272333333,0.319433028,0.00001
13296190.B,7090001,5903.3907,277.2365377,0.272333333,0.319433028,0.00001
13296586.A,7090002,20.5479,277.5296246,0.528666667,0.702370967,0.00592427
13296672.A,7090002,25.3377,287.546514,0.241333333,0.306719674,0.00076845
13296672.B,7090002,25.3377,287.546514,0.241333333,0.306719674,0.00076845
13296678.A,7090002,86.535,295.4972859,0.299333333,0.362181299,0.00151546
13296696.A,7090002,16.6374,290.0812139,0.243666667,0.310589464,0.00218181
13296696.B,7090002,16.6374,290.0812139,0.243666667,0.310589464,0.00218181
13296698.A,7090002,5.715,290.2014032,,0.298161883,0.00181677
13296708.A,7090002,3.1995,292.4120591,,0.212540302,0.00501812
13296710.A,7090002,39.9384,280.7590698,,0.291544295,0.00122361
13296744.A,7090002,193.9491,288.512132,,0.217020293,0.00161151
13296746.A,7090002,8.8038,264.7896473,0.516,0.405007104,0.00145142
13296750.A,7090002,25.8804,290.6318354,,0.709074818,0.00311004
13296750.B,7090002,25.8804,290.6318354,,0.709074818,0.00311004
13296756.A,7090001,1028.4444,285.8265864,0.296333333,0.323059885,0.00033213
13296764.A,7090002,1255.8438,285.8203625,0.270333333,0.452460276,0.00005275
13296776.A,7090002,110.5191,270.3662097,,0.365996112,0.00244982
13296798.A,7090002,1305.2178,285.1230575,0.261666667,0.220006944,0.0005595
13296822.A,7090002,79.3116,280.6066504,0.302666667,0.262499859,0.00099975
13296822.B,7090002,79.3116,280.6066504,0.302666667,0.262499859,0.00099975
13296826.A,7090002,94.4028,279.8495715,0.211333333,0.325293757,0.00397339
13296826.B,7090002,94.4028,279.8495715,0.211333333,0.325293757,0.00397339
13296826.C,7090002,94.4028,279.8495715,0.211333333,0.325293757,0.00397339
13296826.D,7090002,94.4028,279.8495715,0.211333333,0.325293757,0.00397339
13296860.A,7090002,19.6488,281.3024221,0.232333333,0.222531967,0.00287265
13296884.A,7090002,25.3413,280.4956178,0.513333333,0.327739464,0.00296959
13296886.A,7090002,11.4606,280.9974698,,0.362414444,0.00289357
13296894.A,7090002,181.4472,278.1500359,0.272333333,0.360901864,0.00203732
13296896.A,7090002,33.3306,279.5415572,0.633666667,0.694543957,0.00245802
13296906.A,7090002,10.1691,273.0573484,,0.346109453,0.00653846
13296906.B,7090002,10.1691,273.0573484,,0.346109453,0.00653846
13296908.A,7090002,36.9432,276.8652168,0.683,0.618344667,0.00247884
13296908.B,7090002,36.9432,276.8652168,0.683,0.618344667,0.00247884
13296926.A,7090002,25.263,267.1673862,0.311333333,0.560057848,0.00151463
13296942.A,7090002,26.3511,266.2461443,0.204666667,0.231171445,0.00478917
13296942.B,7090002,26.3511,266.2461443,0.204666667,0.231171445,0.00478917
13296942.C,7090002,26.3511,266.2461443,0.204666667,0.231171445,0.00478917
13296958.A,7090002,140.6754,268.2669207,0.205333333,0.335404961,0.00001
13296958.B,7090002,140.6754,268.2669207,0.205333333,0.335404961,0.00001
13297026.A,7090002,33.2109,256.6145665,0.236333333,0.361614838,0.00204106
13297026.B,7090002,33.2109,256.6145665,0.236333333,0.361614838,0.00204106
13297038.A,7090002,38.6433,271.356646,,0.360239207,0.00256642
13297040.A,7090002,598.212,286.4333642,,0.34974994,0.00120844
13297040.B,7090002,598.212,286.4333642,,0.34974994,0.00120844
13297040.C,7090002,598.212,286.4333642,,0.34974994,0.00120844
13297098.A,7090002,19.8702,284.9837245,,0.703673165,0.00104529
13297104.A,7090002,15.102,284.8000912,0.524,0.325760159,0.00336423
13297120.A,7090002,60.8832,276.1388285,0.480666667,0.267697287,0.00111217
13297120.B,7090002,60.8832,276.1388285,0.480666667,0.267697287,0.00111217
13297134.A,7090002,175.2498,288.9731209,,0.352582351,0.00159871
13297134.B,7090002,175.2498,288.9731209,,0.352582351,0.00159871
13297136.A,7090002,16.2765,286.8801288,0.427,0.86388878,0.00357602
13297136.B,7090002,16.2765,286.8801288,0.427,0.86388878,0.00357602
13297136.C,7090002,16.2765,286.8801288,0.427,0.86388878,0.00357602
13297136.D,7090002,16.2765,286.8801288,0.427,0.86388878,0.00357602
13297136.E,7090002,16.2765,286.8801288,0.427,0.86388878,0.00357602
13297136.F,7090002,16.2765,286.8801288,0.427,0.86388878,0.00357602
13297136.G,7090002,16.2765,286.8801288,0.427,0.86388878,0.00357602
13297136.H,7090002,16.2765,286.8801288,0.427,0.86388878,0.00357602
13297140.A,7090002,12.1176,282.0807754,0.424333333,0.351828599,0.00544956
13297140.B,7090002,12.1176,282.0807754,0.424333333,0.351828599,0.00544956
13297142.A,7090002,20.0502,281.6940493,0.342333333,0.568263434,0.00072675
13297142.B,7090002,20.0502,281.6940493,0.342333333,0.568263434,0.00072675
13297200.A,7090002,19.9989,251.9183552,0.314666667,0.33334055,0.00010762
13297202.A,7090002,14.6817,267.8509765,0.219666667,0.351360408,0.00139442
13297204.A,7090002,1002.3282,286.3635129,,0.317099325,0.00183908
13297220.A,7090002,6718.7403,276.1815108,,0.308157381,0.00001
13297230.A,7090002,6906.3921,276.0133011,,0.316691505,0.00023724
13297248.A,7090002,8225.0361,277.4250422,,0.311594938,0.00005689
13297264.A,7090002,8275.2489,277.3538989,0.277333333,0.315132658,0.00009054
13297278.A,7090002,8589.9654,277.3283914,0.509666667,0.375410608,0.00071839
13297290.A,7090002,8656.0191,277.1853959,,0.366439724,0.00001
13297296.A,7090002,167.9859,265.106214,,0.354891032,0.00040025
13297298.A,7090002,6.1839,243.721796,,0.237242514,0.00066576
13297316.A,7090002,8977.5405,276.5326303,,0.319415824,0.0014878
13298542.A,7090002,644.8545,284.87594,,0.295002608,0.00235686
13309075.A,7060004,1668.4803,358.6515334,,0.096767677,0.000913
13309075.B,7060004,1668.4803,358.6515334,,0.096767677,0.000913
13311083.A,7060004,19.5012,328.0511201,,0.185588999,0.00876568
13312105.A,7060004,700.2963,336.9596883,0.654666667,0.239019542,0.0003165
13312435.A,7060004,907.7391,329.5573326,0.568333333,0.292795832,0.00569444
13313051.A,7060004,38.8566,321.3269065,0.514333333,0.388367254,0.00327333
13323334.A,7060003,17.1351,343.0691664,0.546333333,0.177985499,0.0065114
13323346.A,7060003,6.7761,336.2957843,,0.191510072,0.01135242
13323346.B,7060003,6.7761,336.2957843,,0.191510072,0.01135242
13323388.A,7060003,4.9239,326.7315244,0.646666667,0.26115425,0.01296972
13323390.A,7060003,12.2004,329.0129987,0.286666667,0.304999429,0.00485634
13323392.A,7060003,11.6163,331.6629124,,0.240108156,0.00823644
13323392.B,7060003,11.6163,331.6629124,,0.240108156,0.00823644
13323432.A,7060003,18.0333,326.6232146,,0.236124065,0.0043287
13323440.A,7060003,20.214,330.1307783,0.397333333,0.192648248,0.00583845
13323442.A,7060003,46.0674,333.1452473,0.515333333,0.190119195,0.00263369
13323442.B,7060003,46.0674,333.1452473,0.515333333,0.190119195,0.00263369
13323442.C,7060003,46.0674,333.1452473,0.515333333,0.190119195,0.00263369
13323450.A,7060003,15.4764,333.9920685,,0.201460508,0.00729742
13323458.A,7060003,20.1213,333.6375435,0.399,0.280039162,0.0044695
13323470.A,7060003,16.7625,325.826974,0.679,0.193334785,0.00501486
13323472.A,7060003,28.9656,329.7702004,,0.390965789,0.00475806
13323476.A,7060003,27.7317,331.7408558,,0.69598036,0.00521038
13323486.A,7060003,43.1991,323.860924,0.427,0.242642403,0.0039336
13323504.A,7060003,22.9779,322.3181505,,0.482128024,0.00413198
13323504.B,7060003,22.9779,322.3181505,,0.482128024,0.00413198
13323506.A,7060003,35.4249,327.356181,0.526333333,0.178504278,0.00305147
13323506.B,7060003,35.4249,327.356181,0.526333333,0.178504278,0.00305147
13323506.C,7060003,35.4249,327.356181,0.526333333,0.178504278,0.00305147
13323514.A,7060003,39.9924,320.8366282,0.746,0.159081189,0.00228399
13323514.B,7060003,39.9924,320.8366282,0.746,0.159081189,0.00228399
13323518.A,7060003,18.9144,327.043869,,0.271396565,0.00674904
13323518.B,7060003,18.9144,327.043869,,0.271396565,0.00674904
13323532.A,7060003,19.6794,330.6618792,,0.292702126,0.00451813
13323534.A,7060003,11.0448,326.5272759,,0.283882103,0.0060741
13323534.B,7060003,11.0448,326.5272759,,0.283882103,0.0060741
13323540.A,7060003,48.9474,321.8341715,,0.508934635,0.00204901
13323558.A,7060003,6.3693,334.5133376,0.564,0.204529885,0.00969838
13323562.A,7060003,22.5585,307.4485422,0.383,0.37776585,0.00546993
13323584.A,7060003,52.542,324.0754048,,0.179827792,0.00333401
13323584.B,7060003,52.542,324.0754048,,0.179827792,0.00333401
13323586.A,7060003,43.119,322.2477474,,0.259562244,0.00321026
13323586.B,7060003,43.119,322.2477474,,0.259562244,0.00321026
13323604.A,7060003,45.5769,317.6850351,,0.53680243,0.00471017
13323604.B,7060003,45.5769,317.6850351,,0.53680243,0.00471017
13323604.C,7060003,45.5769,317.6850351,,0.53680243,0.00471017
13323614.A,7060003,38.6784,326.0058463,0.394,0.451522478,0.00039792
13323620.A,7060003,65.0691,319.345343,,0.186068518,0.00334134
13323632.A,7060003,48.3264,318.798388,0.29,0.172626171,0.00270142
13323648.A,7060003,113.8329,319.4880907,,0.354802276,0.00143624
13323654.A,7060003,76.0203,317.0699286,0.413333333,0.211987395,0.00172244
13323664.A,7060003,57.1176,313.284012,,0.170662808,0.00241074
13323664.B,7060003,57.1176,313.284012,,0.170662808,0.00241074
13323666.A,7060003,116.5086,318.8625537,,0.291429343,0.00441235
13323676.A,7060003,5.4963,337.1400884,,0.210809213,0.00927528
13323694.A,7060003,13.2066,312.7193942,,0.227831119,0.00749242
13323696.A,7060003,13.9401,311.5858525,0.615666667,0.269548613,0.00731716
13323706.A,7060003,85.9455,314.9869968,,0.341678354,0.00165577
13323706.B,7060003,85.9455,314.9869968,,0.341678354,0.00165577
13323718.A,7060003,1.8657,315.5201495,0.433333333,0.328460353,0.01131326
13323730.A,7060003,163.8927,321.4873329,,0.346399597,0.00232115
13323746.A,7060003,132.1065,315.865781,,0.3913958,0.00162475
13323768.A,7060003,36.1953,309.1488808,0.604666667,0.257524985,0.00413318
13323776.A,7060003,5.7249,319.7008018,0.454333333,0.362815458,0.01046897
13323786.A,7060003,120.132,312.3635326,,0.303277183,0.00070471
13323790.A,7060003,8.8974,312.2218147,,0.328807401,0.00853978
13323796.A,7060003,19.566,313.4551582,,0.287350082,0.00589408
13323796.B,7060003,19.566,313.4551582,,0.287350082,0.00589408
13323802.A,7060003,9.7524,318.1628258,,0.394032194,0.00788037
13323808.A,7060003,9.0027,328.9778386,,0.190961904,0.00823274
13323816.A,7060003,33.6735,329.5116472,,0.295816141,0.00458958
13323820.A,7060003,30.0195,310.9161538,0.365333333,0.460531523,0.00539568
13323852.A,7060003,270.4608,312.3516981,,0.30114119,0.00249213
13323880.A,7060003,4.0563,326.3369026,,0.409694888,0.01148962
13323916.A,7060003,13.8528,302.9585155,,0.169548584,0.01091023
13323916.B,7060003,13.8528,302.9585155,,0.169548584,0.01091023
13323928.A,7060003,9.4851,324.6010627,,0.219352115,0.00871848
13323942.A,7060003,53.8146,324.6161418,,0.150919172,0.00242424
13323952.A,7060003,254.5578,314.904505,,0.172190288,0.00386172
13323954.A,7060003,14.2281,303.4172655,,0.172930445,0.00815806
13323954.B,7060003,14.2281,303.4172655,,0.172930445,0.00815806
13323990.A,7060003,269.4249,314.1685944,,0.258579235,0.00171922
13323990.B,7060003,269.4249,314.1685944,,0.258579235,0.00171922
13323996.A,7060003,18.54,318.3651107,,0.327098968,0.00694886
13324026.A,7060003,47.2734,307.5780872,0.363333333,0.190168733,0.00444933
13324038.A,7060003,25.4061,294.0311694,,0.266209056,0.00965357
